NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
967,열리는 누나들,김태규,P&미디어,,P&미디어,20200615,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
968,가슴 큰 연주,이동준,미라클필름,,케이엘 픽쳐스,20200616,개봉영화,장편,한국,20,647000,110,370000,66,멜로/로맨스,청소년관람불가,일반영화
969,바람의 검 - 적영자,야마구치 요시타카,,(주)빅웨이브시네마,(주)빅웨이브시네마,20200616,개봉영화,장편,일본,1,1000,1,0,0,액션,15세이상관람가,일반영화
970,전설의 파이터,배효민,"(주)컨텐츠 빌리지,(주)스토리풀",,(주)드림팩트엔터테인먼트,20200616,개봉영화,장편,한국,1,1000,1,0,0,액션,청소년관람불가,일반영화
971,남편보다 점장님,사다오카 사다오,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,20200617,개봉영화,장편,일본,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
972,남편은 이렇게 못해줘,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,20200617,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
973,내 여자가 된 선생님,,,(주)플라이어,(주)플라이어,20200617,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
974,두처제3-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,20200617,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
975,배관공과 유부녀의 유혹,,,(주)플라이어,(주)플라이어,20200617,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
976,부부 성생활 연구회,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,20200617,개봉영화,장편,일본,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
977,실제정사,김석만,(주)로드하우스,,(주)로드하우스,20200617,개봉영화,장편,한국,20,102000,20,2000,1,드라마,청소년관람불가,일반영화
978,온워드: 단 하루의 기적,댄 스캔론,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20200617,개봉영화,장편,미국,1138,3581335060,416739,1108737520,122318,애니메이션,전체관람가,일반영화
979,와일드 시티,론 스캘펠로,,(주)스톰픽쳐스코리아,와이드 릴리즈(주),20200617,개봉영화,장편,영국,111,35310180,4168,15517380,1885,액션,청소년관람불가,독립/예술영화
980,일본꽐라녀:달아오른 몸뚱이,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200617,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
981,착한며느리:뜨거운 간호,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200617,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
982,19금 연애소설 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20200618,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
983,극장판 시티헌터: 신주쿠 프라이빗 아이즈,코다마 켄지,,(주)퍼스트런,"(주)팬엔터테인먼트,(주)퍼스트런",20200618,개봉영화,장편,일본,64,14319000,2052,6595500,912,애니메이션,12세이상관람가,독립/예술영화
984,바다로 가자,김량,ZONE Film,,ZONE Film,20200618,개봉영화,장편,한국,15,8370500,1246,6458500,977,가족,전체관람가,독립/예술영화
985,사라진 시간,정진영,"(주)비에이엔터테인먼트,(주)다니필름",,(주)에이스메이커무비웍스,20200618,개봉영화,장편,한국,874,1651188580,185653,388762580,43314,미스터리,15세이상관람가,일반영화
986,아이언 마스크: 용패지미,올렉 스텝첸코,,주식회사 풍경소리,주식회사 풍경소리,20200618,개봉영화,장편,러시아,5,40000,28,10000,7,액션,12세이상관람가,독립/예술영화
987,야구소녀,최윤태,한국영화아카데미,,"(주)싸이더스,찬란",20200618,개봉영화,장편,한국,264,316405720,36986,177574260,19840,드라마,12세이상관람가,독립/예술영화
988,연쇄살인마의 이중생활,,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,20200618,개봉영화,장편,스페인,5,16000,7,1000,1,범죄,15세이상관람가,독립/예술영화
989,열혈형사,윤여창,굿픽처스,,(주)제이앤씨미디어그룹,20200618,개봉영화,장편,한국,121,20539960,2492,7381000,850,코미디,12세이상관람가,일반영화
990,제인의 썸머,송은주,(주)키다리이엔티,,"(주)키다리이엔티,(주)스마일이엔티",20200618,개봉영화,장편,한국,43,12575500,2182,11094500,2013,멜로/로맨스,청소년관람불가,일반영화
991,카사노바의 라스트 러브,브누와 쟉꼬,,(주)컴퍼니엘,(주)컴퍼니엘,20200618,개봉영화,장편,프랑스,5,27000,18,1000,1,멜로/로맨스,청소년관람불가,독립/예술영화
992,호빠오빠,노현진,오이픽쳐스,,(주)나우콘텐츠,20200618,개봉영화,장편,한국,1,2000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
993,맛있는 세자매 2,천성준,(주)케이피에이기획,,(주)케이피에이기획,20200619,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
994,싸와디캅 원정섹스2,신효성,(주)케이알씨지,,(주)케이알씨지,20200619,개봉영화,장편,한국,17,60000,20,3000,2,성인물(에로),청소년관람불가,일반영화
995,아이돌 섹스: LA 교포녀,정미나,(주)담화,,(주)담화,20200619,개봉영화,장편,한국,1,300000,60,300000,60,성인물(에로),청소년관람불가,일반영화
996,처제중독,노현진,(주)나우콘텐츠,,(주)나우콘텐츠,20200619,개봉영화,장편,한국,1,2000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
997,담배가게 아가씨 : 나를 당겨 주세요,마의성,굿픽처스,,굿픽처스,20200622,개봉영화,장편,한국,1,1000,1,1000,1,성인물(에로),청소년관람불가,일반영화
998,무협: 더 코드,조니 우,,,(주)영화사 안다미로,20200622,개봉영화,장편,미국,1,35376040,8371,2486000,2372,액션,15세이상관람가,일반영화
999,사냥의 시간: 데스 게임,아론 머티스,,,(주)영화사 안다미로,20200622,개봉영화,장편,미국,1,24370520,6337,2455000,2337,공포(호러),청소년관람불가,일반영화
1000,엄마친구 2020,김환,(주)영화사가을,,(주)영화사가을,20200622,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1001,끝내주는 가슴의 어린 새엄마,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200623,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1002,물오른 육체:누구라도 좋아 무삭제판,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,20200623,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1003,오일 마사지 해주는 이웃여자,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200623,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1004,음란한 이복누나 무삭제판,"쿠로아카 긴조,사노 B사쿠",,(주)영진크리에이티브,(주)영진크리에이티브,20200623,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1005,#살아있다,조일형,"영화사 집,(주)퍼스펙티브픽쳐스",,롯데컬처웍스(주)롯데엔터테인먼트,20200624,개봉영화,장편,한국,1882,15965329900,1903703,3885303840,476332,드라마,15세이상관람가,일반영화
1006,1945: 포인트 오브 노 리턴,릭 로버츠,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20200624,개봉영화,장편,영국,47,9344180,1369,2861940,392,전쟁,15세이상관람가,일반영화
1007,에이브의 쿠킹 다이어리,,,(주)영화사 진진,(주)영화사 진진,20200624,개봉영화,장편,브라질,56,39993060,5213,33569100,4365,드라마,전체관람가,독립/예술영화
1008,엔딩스 비기닝스,드레이크 도리머스,(주)씨제이이엔엠,,"(주)스마일이엔티,(주)씨제이이엔엠",20200624,개봉영화,장편,미국,251,110180880,13401,42567180,5064,드라마,15세이상관람가,독립/예술영화
1009,인비저블 라이프,카림 아이노우즈,,(주)피터팬픽쳐스,(주)삼백상회,20200624,개봉영화,장편,기타,49,51596470,6358,32987890,3946,드라마,청소년관람불가,독립/예술영화
1010,주말 오후 6시의 연인-무삭제판,왕지방,(주)나우콘텐츠,,(주)나우콘텐츠,20200624,개봉영화,장편,한국,1,2000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1011,김일성의 아이들,김덕영,다큐스토리,,다큐스토리,20200625,개봉영화,장편,한국,13,13076500,1667,9519500,1233,다큐멘터리,전체관람가,독립/예술영화
1012,나는 야한 여자,왕지방,(주)메이크아트,,(주)메이크아트,20200625,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1013,벨빌 캅,라시드 부샤렙,,(주)누리픽쳐스,(주)누리픽쳐스,20200625,개봉영화,장편,프랑스,5,1600500,202,1042000,131,범죄,15세이상관람가,독립/예술영화
1014,부력,로드 라스젠,,,(주)영화사 그램,20200625,개봉영화,장편,호주,90,46094660,5523,30799340,3462,드라마,15세이상관람가,독립/예술영화
1015,스와핑 : 부부모임,최민현,(주)영화사가을,,(주)영화사가을,20200625,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1016,인헤리턴스,,,(주)누리픽쳐스,(주)누리픽쳐스,20200625,개봉영화,장편,미국,58,22257000,3434,15766000,2666,스릴러,15세이상관람가,일반영화
1017,친구 이모 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,20200625,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1018,킬 모드,,,주식회사 풍경소리,주식회사 풍경소리,20200625,개봉영화,장편,네덜란드,5,26000,17,3000,3,액션,15세이상관람가,독립/예술영화
1019,판타스틱 썸머,,,(주)미로스페이스,(주)미로스페이스,20200625,개봉영화,장편,미국,5,568540,78,442560,62,드라마,15세이상관람가,독립/예술영화
1020,하숙집 : 굶주린 늑대들 무삭제,김종민,(주)영화사가을,,(주)영화사가을,20200625,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1021,맛있는 섹스 그리고 언니들,신효성,(주)케이알씨지,,(주)케이알씨지,20200626,개봉영화,장편,한국,19,80000,20,3000,2,성인물(에로),청소년관람불가,일반영화
1022,아내의 세계,왕지방,(주)메이크아트,,(주)메이크아트,20200626,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1023,아일랜드 제로,,,주식회사 플릭스코,주식회사 플릭스코,20200626,개봉영화,장편,미국,1,6000,1,0,0,공포(호러),청소년관람불가,일반영화
1024,엑소시즘: 귀신과의 대화,,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,20200626,개봉영화,장편,포르투갈,1,5000,1,0,0,공포(호러),청소년관람불가,일반영화
1025,밀애 : 친구엄마 3,최찬호,(주)영화사가을,,(주)영화사가을,20200629,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1026,3022: 지구 대폭발,존 슈이츠,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,20200630,개봉영화,장편,미국,1,5000,1,0,0,SF,15세이상관람가,일반영화
1027,가슴 큰 여대생,이동준,케이엘 픽쳐스,,케이엘 픽쳐스,20200630,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
1028,골든타임,,,(주)엔씨미디어,(주)엔씨미디어,20200630,개봉영화,장편,미국,1,300000,60,300000,60,액션,청소년관람불가,일반영화
1029,신천역 3번출구-확장판,노현진,(주)나우콘텐츠,,(주)나우콘텐츠,20200630,개봉영화,장편,한국,1,2000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1030,자매들: 감금의 추억 무삭제판,한동호,주식회사 플릭스코,,주식회사 플릭스코,20200630,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1031,내 여자의 남자들 2,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,20200701,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
1032,디재스터 라이프,백지훈,,,주식회사 씨엠닉스,20200701,개봉영화,장편,한국,1,111000,48,111000,48,기타,청소년관람불가,독립/예술영화
1033,소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,,(주)리틀빅픽쳐스,20200701,개봉영화,장편,한국,573,642120680,79215,183695800,22306,사극,12세이상관람가,일반영화
1034,오빠가 너무해,최성은,(주)영화사히트,,(주)영화사히트,20200701,개봉영화,장편,한국,1,5000,1,0,0,기타,청소년관람불가,일반영화
1035,욕정 마사지,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,20200701,개봉영화,장편,일본,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
1036,인베이젼 2020,표도르 본다르추크,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20200701,개봉영화,장편,러시아,354,179135260,21609,46098440,5411,SF,12세이상관람가,일반영화
1037,착한도련님,최성은,(주)영화사히트,,(주)영화사히트,20200701,개봉영화,장편,한국,1,5000,1,0,0,기타,청소년관람불가,일반영화
1038,친척 누나,최성은,윤스,,윤스,20200701,개봉영화,장편,한국,1,5000,1,0,0,기타,청소년관람불가,일반영화
1039,친척 여동생,최성은,윤스,,윤스,20200701,개봉영화,장편,한국,1,5000,1,0,0,기타,청소년관람불가,일반영화
1040,킬 스위치,,,(주)콘텐츠게이트,(주)삼백상회,20200701,개봉영화,장편,미국,51,16260900,3230,6360900,1250,SF,15세이상관람가,일반영화
1041,포스 오브 네이쳐,마이클 폴리쉬,,주식회사 풍경소리,주식회사 풍경소리,20200701,개봉영화,장편,미국,46,10180160,1478,5650280,871,액션,15세이상관람가,일반영화
1042,해피 디 데이,켄 마리노,,그린나래미디어(주),(주)영화사 빅,20200701,개봉영화,장편,미국,153,30493800,3694,12078220,1441,코미디,전체관람가,독립/예술영화
1043,16세의 사운드트랙,힐러리 셰익스피어,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,20200702,개봉영화,장편,영국,19,2460400,286,1502900,165,코미디,12세이상관람가,독립/예술영화
1044,가슴 큰 여동생,이동준,케이엘 픽쳐스,,케이엘 픽쳐스,20200702,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
